student_id,student_age,student_level,student_suburb,signup_date,tutor_id,tutor_experience_years,tutor_rating,tutor_suburb,tutor_subject_specialty,tutor_hourly_rate,session_id,subject,session_date,session_duration_hours,session_mode,session_price,booking_lead_time_days,session_status,student_rating_given,repeat_student,discount_applied
S2413,46,Adult Learner,Kingsford,2024-01-15,T320,8,3.4,Manly,Physics,59.6,SESS154,Physics,2024-03-24,1.0,In-person,57.74,7,Completed,4.0,No,0
S2437,36,Adult Learner,Castle Hill,2022-09-20,T762,6,3.9,Rose Bay,Coding,72.93,SESS155,Coding,2023-06-17,1.0,Online,70.18,7,Completed,3.0,No,0
S1126,38,Adult Learner,Bondi,2025-04-18,T760,0,3.8,Hornsby,Math,33.24,SESS156,Math,2025-12-01,1.5,In-person,47.43,1,Completed,5.0,No,0
S2656,35,Adult Learner,Sydney CBD,2024-08-24,T256,2,5.0,Leichhardt,Physics,56.47,SESS157,Physics,2025-08-04,0.5,Online,28.5,12,Completed,,Yes,5
S1092,28,Adult Learner,Fairfield,2025-08-07,T633,2,4.7,Hornsby,Business,56.12,SESS158,Business,2025-08-24,0.5,In-person,28.23,4,Completed,5.0,No,0
S1766,34,Adult Learner,Ultimo,2022-10-30,T591,4,4.9,Dee Why,Physics,54.48,SESS159,Physics,2023-09-30,3.0,Online,163.15,13,Completed,,Yes,0
S2709,54,Adult Learner,Parramatta,2024-08-18,T203,10,4.0,Cronulla,Physics,79.06,SESS160,Physics,2025-05-18,3.0,In-person,245.57,6,Cancelled,3.0,No,0
S1386,8,Primary,St Leonards,2024-01-22,T315,6,4.8,Leichhardt,Physics,65.11,SESS161,Physics,2024-05-07,0.5,Online,30.0,1,Completed,,Yes,0
S1501,31,Adult Learner,Newtown,2023-01-29,T245,2,4.2,Hornsby,English,38.63,SESS162,English,2023-10-14,0.5,In-person,19.91,4,Completed,4.0,Yes,0
S1485,15,High School,Mosman,2024-06-15,T509,0,4.5,Baulkham Hills,Math,43.05,SESS163,Math,2024-07-17,1.5,In-person,66.38,8,Cancelled,5.0,No,0
S2138,9,Primary,Double Bay,2023-10-23,T707,7,4.5,Maroubra,Chemistry,63.65,SESS164,Chemistry,2024-10-14,2.5,Online,145.91,6,Completed,4.0,Yes,0
S2739,25,University,Redfern,2024-09-23,T430,5,4.4,Ryde,Business,58.62,SESS165,Business,2025-04-25,0.5,Online,27.73,8,Completed,5.0,Yes,0
S2888,60,Adult Learner,Bankstown,2022-11-29,T660,4,4.6,Hornsby,Coding,68.14,SESS166,Coding,2023-04-16,1.0,Online,68.24,6,Completed,5.0,No,30
S1981,27,Adult Learner,Epping,2022-12-26,T413,3,4.3,Parramatta,English,38.69,SESS167,English,2023-08-29,1.0,In-person,37.85,14,Completed,4.0,Yes,0
S2588,30,Adult Learner,Manly,2024-04-18,T489,5,4.1,Maroubra,Physics,66.28,SESS168,Physics,2025-01-06,1.5,In-person,94.97,14,Completed,,No,0
S2872,29,Adult Learner,Epping,2023-10-17,T408,4,4.1,Sydney CBD,Chemistry,65.23,SESS169,Chemistry,2023-10-26,1.0,In-person,65.87,4,Completed,5.0,No,5
S1471,42,Adult Learner,Paddington,2024-07-13,T588,0,4.4,Granville,Chemistry,54.45,SESS170,Chemistry,2024-11-22,3.0,Online,164.02,12,Cancelled,5.0,No,0
S2500,16,High School,Sydney CBD,2022-08-05,T560,3,5.0,Hornsby,English,52.49,SESS171,English,2023-05-01,2.5,In-person,128.84,0,Cancelled,,No,0
S1281,10,Primary,Fairfield,2025-01-03,T436,3,5.0,Parramatta,Math,53.9,SESS172,Math,2025-02-03,2.0,Online,104.98,9,Completed,4.0,No,0
S1013,41,Adult Learner,Mascot,2024-08-01,T744,4,3.6,Blacktown,Chemistry,53.41,SESS173,Chemistry,2024-08-10,1.5,Online,76.09,8,Cancelled,3.0,No,0
S1219,39,Adult Learner,Sydney CBD,2024-08-11,T298,4,4.4,Strathfield,Chemistry,65.75,SESS174,Chemistry,2024-12-26,1.5,Online,93.7,12,Completed,5.0,Yes,0
S1614,47,Adult Learner,Mosman,2024-09-27,T282,4,4.3,Maroubra,Coding,71.37,SESS175,Coding,2025-04-10,0.5,In-person,33.68,6,Completed,,Yes,15
S2320,42,Adult Learner,Double Bay,2023-12-28,T539,6,4.4,Randwick,Business,69.46,SESS176,Business,2024-04-15,0.5,In-person,35.23,14,Cancelled,5.0,Yes,0
S2841,42,Adult Learner,Wollstonecraft,2022-10-18,T756,3,4.0,Hurstville,Business,57.88,SESS177,Business,2023-02-02,1.5,Online,84.41,9,Completed,3.0,No,0
S1612,42,Adult Learner,Liverpool,2024-04-27,T366,8,5.0,Dee Why,Coding,73.15,SESS178,Coding,2024-11-10,2.5,In-person,175.26,12,Completed,4.0,No,25
S1109,33,Adult Learner,Randwick,2024-10-06,T300,3,4.6,Burwood,Physics,57.01,SESS179,Physics,2025-03-23,2.5,In-person,131.72,0,Completed,5.0,Yes,20
S1884,49,Adult Learner,Dee Why,2024-04-22,T390,10,4.0,Dee Why,Math,58.06,SESS180,Math,2024-08-27,2.5,Online,147.22,11,Completed,4.0,No,0
S2514,26,Adult Learner,Bankstown,2024-12-26,T598,6,5.0,Bondi,Math,51.12,SESS181,Math,2025-06-29,1.5,In-person,73.62,12,Completed,,Yes,0
S1211,11,Primary,Bankstown,2025-02-20,T226,0,3.9,Bondi,Physics,49.83,SESS182,Physics,2025-02-27,1.5,Online,81.45,4,Completed,3.0,No,0
S2171,16,High School,Bondi Junction,2023-10-24,T733,5,4.3,Epping,Math,55.94,SESS183,Math,2024-07-03,1.5,Online,94.51,2,Completed,3.0,Yes,0
S1739,21,University,Granville,2025-06-01,T457,3,4.8,Granville,Coding,69.41,SESS184,Coding,2025-07-26,1.0,In-person,75.82,2,Completed,5.0,Yes,0
S1901,33,Adult Learner,St Leonards,2024-03-26,T542,3,4.6,Maroubra,Business,66.54,SESS185,Business,2024-09-07,1.0,In-person,69.27,9,Cancelled,5.0,Yes,0
S1596,42,Adult Learner,Hornsby,2024-11-19,T702,8,4.9,Kogarah,Physics,72.91,SESS186,Physics,2025-01-17,2.0,Online,150.55,14,Completed,4.0,Yes,0
S2951,51,Adult Learner,Bondi,2024-05-07,T672,5,4.9,Manly,Coding,65.92,SESS187,Coding,2025-04-17,0.5,In-person,33.57,7,Completed,4.0,Yes,15
S1151,44,Adult Learner,Cronulla,2024-07-31,T659,5,4.9,Ashfield,Chemistry,60.96,SESS188,Chemistry,2025-05-06,3.0,Online,183.3,0,Completed,3.0,No,0
S1223,48,Adult Learner,Wollstonecraft,2024-10-10,T454,7,4.6,Epping,Chemistry,74.82,SESS189,Chemistry,2025-03-29,0.5,Online,36.83,12,Completed,,Yes,0
S1912,31,Adult Learner,Manly,2023-05-12,T583,5,4.4,Double Bay,Chemistry,67.89,SESS190,Chemistry,2023-11-05,2.5,Online,168.92,0,Completed,4.0,No,30
S1713,27,Adult Learner,Manly,2025-07-14,T519,6,4.4,Bankstown,Chemistry,59.77,SESS191,Chemistry,2025-09-02,1.5,Online,90.53,7,Completed,5.0,Yes,25
S1046,47,Adult Learner,Sydney CBD,2023-08-23,T551,1,4.4,Epping,Business,53.5,SESS192,Business,2024-05-14,3.0,In-person,170.09,2,Completed,2.0,Yes,0
S2289,17,High School,Marrickville,2023-06-23,T388,3,4.5,Marrickville,English,48.83,SESS193,English,2024-02-09,3.0,Online,146.01,9,Completed,,Yes,25
S2182,57,Adult Learner,Ultimo,2025-05-28,T304,3,5.0,Hurstville,Physics,48.76,SESS194,Physics,2025-07-26,1.0,In-person,43.4,4,Completed,4.0,No,0
S2251,43,Adult Learner,Sydney CBD,2023-01-09,T601,3,3.8,North Sydney,Business,64.54,SESS195,Business,2023-12-20,2.5,Online,163.32,11,Cancelled,3.0,No,0
S1641,21,University,Epping,2025-04-27,T320,1,4.7,Hurstville,Physics,55.25,SESS196,Physics,2025-11-12,1.0,Online,54.98,6,Completed,5.0,Yes,0
S2136,37,Adult Learner,Ryde,2022-10-18,T370,1,3.5,Hurstville,English,33.54,SESS197,English,2023-04-20,2.0,In-person,66.93,0,Completed,,No,0
S1837,32,Adult Learner,Fairfield,2022-11-12,T703,5,4.2,Wollstonecraft,Physics,61.76,SESS198,Physics,2023-03-05,0.5,In-person,28.95,4,Completed,5.0,Yes,0
S2125,13,High School,Lane Cove,2022-08-13,T723,4,4.9,Newtown,Chemistry,59.71,SESS199,Chemistry,2023-03-27,1.5,Online,91.61,8,Completed,5.0,No,0
S1609,34,Adult Learner,Penrith,2024-01-13,T233,6,4.6,Bondi,Physics,68.65,SESS200,Physics,2024-04-30,0.5,In-person,34.66,12,Completed,5.0,No,0
S1339,56,Adult Learner,Bondi,2024-03-21,T342,4,5.0,Bankstown,Coding,64.62,SESS201,Coding,2024-12-19,2.5,In-person,176.1,4,Completed,,No,20
S2950,49,Adult Learner,St Leonards,2022-12-11,T726,4,3.6,Penrith,Business,63.64,SESS202,Business,2023-05-02,2.0,In-person,122.95,13,Completed,5.0,No,5
S2696,54,Adult Learner,Redfern,2023-08-17,T453,3,4.1,Ashfield,Physics,46.55,SESS203,Physics,2024-07-04,2.5,In-person,113.74,6,Completed,,No,0
S2055,50,Adult Learner,Maroubra,2024-01-08,T484,0,3.5,Lane Cove,Physics,53.8,SESS204,Physics,2024-11-01,2.0,In-person,111.83,0,Cancelled,4.0,No,15
S2741,56,Adult Learner,Campbelltown,2025-05-25,T264,2,4.3,Bankstown,Business,58.98,SESS205,Business,2025-10-10,1.0,In-person,55.56,5,Cancelled,5.0,Yes,0
S2614,49,Adult Learner,Baulkham Hills,2022-12-01,T551,7,4.2,Sydney CBD,Math,54.13,SESS206,Math,2023-02-03,2.0,Online,109.39,14,Cancelled,2.0,Yes,0
S2410,47,Adult Learner,Epping,2024-04-14,T335,4,4.0,Newtown,Math,42.99,SESS207,Math,2024-05-27,1.5,In-person,63.58,5,Completed,5.0,No,25
S2486,33,Adult Learner,Marrickville,2023-04-02,T439,6,4.0,Randwick,Math,54.86,SESS208,Math,2023-06-09,2.0,In-person,117.4,9,Completed,5.0,No,25
S2673,33,Adult Learner,Bondi Junction,2023-05-10,T323,5,4.0,Fairfield,Math,53.49,SESS209,Math,2023-07-02,2.0,Online,109.08,1,Completed,5.0,No,30
S2313,10,Primary,Campbelltown,2024-12-22,T346,6,4.8,Parramatta,Physics,59.32,SESS210,Physics,2025-06-20,1.0,In-person,63.23,11,Completed,4.0,No,0
S2761,11,Primary,Darlinghurst,2024-08-29,T422,11,4.0,Penrith,Chemistry,80.68,SESS211,Chemistry,2025-02-25,2.5,Online,203.7,6,Completed,,No,0
S2133,55,Adult Learner,Rose Bay,2024-05-26,T491,3,4.1,Blacktown,Business,59.4,SESS212,Business,2024-09-09,3.0,Online,181.98,8,Completed,,Yes,0
S2013,13,High School,Liverpool,2022-07-24,T595,6,4.0,Kingsford,Physics,61.88,SESS213,Physics,2023-01-25,2.5,In-person,171.27,14,Completed,5.0,No,0
S1748,49,Adult Learner,Burwood,2022-04-09,T759,6,4.3,Fairfield,Business,67.6,SESS214,Business,2023-02-04,0.5,In-person,34.84,1,Completed,3.0,No,0
S2037,46,Adult Learner,Fairfield,2022-07-25,T493,4,3.5,Leichhardt,Physics,60.0,SESS215,Physics,2023-06-18,2.0,Online,123.88,8,Completed,,No,0
S2995,40,Adult Learner,Hurstville,2022-12-08,T359,3,5.0,Redfern,Chemistry,49.87,SESS216,Chemistry,2023-05-16,3.0,Online,138.66,11,Completed,4.0,Yes,15
S1928,25,University,Wollstonecraft,2022-01-28,T256,8,5.0,Rose Bay,Coding,73.71,SESS217,Coding,2023-01-26,0.5,In-person,38.84,2,Completed,,No,0
S1341,14,High School,Castle Hill,2022-09-11,T580,4,4.2,Newtown,Chemistry,62.42,SESS218,Chemistry,2023-03-02,0.5,Online,32.23,12,Completed,2.0,Yes,0
S2016,38,Adult Learner,Bankstown,2024-11-03,T666,9,5.0,Granville,Business,69.87,SESS219,Business,2025-01-23,1.0,Online,71.25,4,Completed,4.0,No,25
S1090,21,University,Parramatta,2023-12-14,T212,5,4.0,Lane Cove,Physics,56.64,SESS220,Physics,2024-01-02,1.0,Online,56.57,8,Cancelled,5.0,No,0
S1659,32,Adult Learner,Kingsford,2024-12-02,T454,6,4.1,Kogarah,English,50.86,SESS221,English,2025-02-02,0.5,Online,21.81,8,Completed,,Yes,0
S2953,10,Primary,Ultimo,2024-09-17,T610,8,3.4,Manly,Chemistry,64.19,SESS222,Chemistry,2024-11-01,1.5,In-person,90.89,8,Completed,3.0,No,30
S2514,35,Adult Learner,Bankstown,2024-02-29,T448,8,4.1,Granville,Business,72.73,SESS223,Business,2024-05-17,1.0,Online,72.56,0,Cancelled,,Yes,0
S2947,6,Primary,Baulkham Hills,2024-07-29,T543,6,4.3,Dee Why,Coding,65.59,SESS224,Coding,2024-09-21,3.0,In-person,206.57,3,Completed,4.0,Yes,5
S1190,20,University,Darlinghurst,2025-06-13,T244,0,4.1,Baulkham Hills,Physics,57.5,SESS225,Physics,2025-07-27,1.5,Online,89.92,9,Completed,,No,20
S1890,21,University,Ryde,2024-05-20,T333,3,4.1,Kogarah,Business,59.39,SESS226,Business,2024-10-30,2.0,Online,131.11,7,Completed,,Yes,0
S1318,16,High School,Newtown,2024-09-18,T308,6,4.5,Kogarah,English,52.15,SESS227,English,2025-01-03,2.5,In-person,131.93,7,Completed,4.0,Yes,25
S2692,19,University,Paddington,2023-11-22,T241,4,4.3,Kogarah,English,42.81,SESS228,English,2024-05-23,3.0,Online,133.1,6,Completed,4.0,Yes,0
S2949,60,Adult Learner,Newtown,2023-05-17,T614,7,4.3,St Leonards,English,49.39,SESS229,English,2023-07-28,2.0,In-person,88.91,1,Completed,5.0,No,30
S1762,43,Adult Learner,Dee Why,2023-03-15,T286,6,4.8,Burwood,Math,37.52,SESS230,Math,2024-02-09,0.5,Online,20.72,7,Cancelled,,No,0
S1087,9,Primary,Chatswood,2024-07-07,T672,4,4.9,Paddington,English,37.8,SESS231,English,2025-03-19,3.0,In-person,116.87,0,Completed,3.0,Yes,0
S1573,15,High School,Parramatta,2023-12-15,T656,3,5.0,Darlinghurst,Physics,55.05,SESS232,Physics,2024-08-27,3.0,In-person,166.95,6,Cancelled,5.0,Yes,0
S1408,21,University,Leichhardt,2024-05-04,T738,6,4.4,Hornsby,Business,68.82,SESS233,Business,2025-01-05,2.0,In-person,154.18,8,Completed,4.0,Yes,0
S1368,26,Adult Learner,Ashfield,2022-08-31,T226,5,4.8,Blacktown,Business,70.53,SESS234,Business,2023-04-30,1.5,Online,112.07,8,Completed,5.0,Yes,5
S1545,58,Adult Learner,Hornsby,2024-09-05,T746,1,5.0,Chatswood,Coding,56.27,SESS235,Coding,2025-03-06,1.0,In-person,57.12,14,Cancelled,3.0,Yes,0
S2871,51,Adult Learner,Fairfield,2023-05-13,T228,4,4.5,Paddington,Chemistry,59.61,SESS236,Chemistry,2024-01-21,2.5,Online,152.17,8,Completed,5.0,Yes,5
S2078,6,Primary,Hurstville,2024-08-29,T689,6,4.2,Darlinghurst,Math,56.82,SESS237,Math,2024-11-28,1.0,Online,60.2,14,Cancelled,3.0,Yes,25
S2585,60,Adult Learner,Campbelltown,2024-05-24,T313,6,4.7,Lane Cove,Business,65.51,SESS238,Business,2025-03-21,1.5,In-person,105.02,1,Completed,4.0,No,0
S2621,47,Adult Learner,Hurstville,2024-09-07,T698,5,4.2,St Leonards,Coding,70.08,SESS239,Coding,2024-12-31,2.5,Online,165.6,10,Completed,,Yes,0
S1363,50,Adult Learner,Rose Bay,2022-12-04,T201,0,5.0,Ashfield,Business,50.77,SESS240,Business,2023-03-08,2.5,Online,120.63,9,Completed,2.0,No,0
S2918,15,High School,Hurstville,2023-01-18,T708,3,3.6,Burwood,Math,54.21,SESS241,Math,2023-12-10,1.5,In-person,85.42,14,No-show,3.0,No,0
S1914,22,University,Bondi,2023-08-09,T211,11,4.8,Mosman,Math,60.38,SESS242,Math,2023-08-10,1.5,In-person,79.25,0,Completed,5.0,No,0
S2805,28,Adult Learner,North Sydney,2024-01-13,T587,0,3.5,Randwick,Coding,65.11,SESS243,Coding,2024-04-06,2.5,In-person,182.63,7,Completed,5.0,No,10
S2949,10,Primary,Strathfield,2023-01-17,T307,6,4.6,Dee Why,Math,56.27,SESS244,Math,2023-07-10,0.5,Online,29.2,9,No-show,4.0,No,0
S2243,16,High School,Blacktown,2024-04-26,T644,5,4.3,Campbelltown,Math,46.23,SESS245,Math,2025-04-18,1.0,Online,45.58,8,Completed,2.0,Yes,5
S1101,42,Adult Learner,North Sydney,2022-06-03,T602,4,3.8,Granville,Math,42.48,SESS246,Math,2023-01-08,1.5,Online,64.29,1,Completed,5.0,No,0
S1198,19,University,Chatswood,2023-03-20,T226,7,3.5,Manly,Business,64.05,SESS247,Business,2023-08-25,2.0,Online,134.13,12,Completed,3.0,No,0
S2314,30,Adult Learner,Burwood,2022-11-18,T757,4,4.6,Dee Why,Physics,53.16,SESS248,Physics,2023-04-02,2.0,Online,106.88,7,Completed,3.0,Yes,30
S1175,57,Adult Learner,North Sydney,2024-06-08,T552,3,4.5,Redfern,English,33.04,SESS249,English,2025-03-03,0.5,Online,16.88,6,No-show,4.0,No,0
S1975,11,Primary,Mascot,2023-08-28,T506,6,4.4,Sydney CBD,English,53.82,SESS250,English,2023-10-29,2.5,Online,135.39,12,Completed,4.0,Yes,5
S1087,11,Primary,Mosman,2022-12-29,T633,5,4.6,Marrickville,Math,50.24,SESS251,Math,2023-10-30,3.0,In-person,151.03,4,Completed,3.0,No,20
S2130,60,Adult Learner,Ryde,2025-05-05,T533,3,3.6,Bondi Junction,Business,69.75,SESS252,Business,2025-12-06,0.5,Online,32.71,1,Completed,,No,0
S2894,42,Adult Learner,Hornsby,2024-12-06,T308,2,3.9,Manly,Business,63.47,SESS253,Business,2025-04-21,1.5,Online,93.8,6,Completed,5.0,No,0
S1564,15,High School,Leichhardt,2024-10-02,T612,2,4.4,Double Bay,Chemistry,49.82,SESS254,Chemistry,2025-03-21,0.5,Online,27.58,11,Completed,3.0,No,0
S1691,25,University,Ryde,2023-03-26,T510,5,4.6,Granville,Business,67.07,SESS255,Business,2023-07-21,3.0,In-person,199.35,2,Completed,4.0,No,0
S2238,18,High School,Newtown,2025-01-06,T291,5,4.2,Leichhardt,Chemistry,64.82,SESS256,Chemistry,2025-02-04,2.5,Online,179.96,8,Completed,,No,0
S1355,59,Adult Learner,Bondi,2022-10-11,T397,3,3.6,Chatswood,English,40.56,SESS257,English,2023-04-14,2.0,In-person,91.58,11,Completed,3.0,No,0
S2301,49,Adult Learner,Parramatta,2023-05-01,T326,9,5.0,Lane Cove,Physics,65.23,SESS258,Physics,2023-12-30,2.0,Online,134.17,9,Completed,5.0,No,30
S1583,30,Adult Learner,Parramatta,2023-05-02,T228,3,4.2,Paddington,Coding,63.09,SESS259,Coding,2024-03-29,1.0,Online,59.89,3,Completed,3.0,Yes,30
S1970,47,Adult Learner,Burwood,2023-09-18,T335,1,4.3,Parramatta,English,33.15,SESS260,English,2024-09-17,2.5,In-person,83.84,11,Completed,2.0,Yes,0
S1446,25,University,Bondi Junction,2022-04-29,T677,5,4.7,Darlinghurst,Physics,50.03,SESS261,Physics,2023-01-16,0.5,In-person,25.48,10,No-show,5.0,Yes,0
S1611,36,Adult Learner,Blacktown,2023-07-18,T310,1,5.0,Newtown,Chemistry,54.1,SESS262,Chemistry,2024-06-18,1.5,Online,78.29,11,No-show,4.0,Yes,0
S2842,57,Adult Learner,Redfern,2023-09-30,T258,6,4.3,Ultimo,Physics,64.69,SESS263,Physics,2023-10-14,1.5,Online,92.57,10,Completed,4.0,No,0
S2194,58,Adult Learner,Burwood,2024-09-22,T785,0,4.2,Auburn,Coding,55.48,SESS264,Coding,2025-09-01,3.0,Online,160.32,5,Completed,5.0,No,0
S1601,36,Adult Learner,Sydney CBD,2023-01-26,T299,8,4.6,Surry Hills,Coding,70.54,SESS265,Coding,2024-01-10,2.5,In-person,173.56,14,Completed,,Yes,0
S1861,29,Adult Learner,Penrith,2025-07-24,T539,8,4.4,Manly,Physics,77.6,SESS266,Physics,2025-08-21,0.5,Online,39.56,13,Completed,4.0,No,0
S2024,49,Adult Learner,Auburn,2023-06-28,T322,4,4.4,Cronulla,Physics,57.24,SESS267,Physics,2023-10-09,1.0,In-person,59.27,5,Completed,5.0,No,0
S2766,55,Adult Learner,Blacktown,2023-11-13,T384,2,3.6,Campbelltown,Chemistry,44.82,SESS268,Chemistry,2024-10-03,1.0,Online,45.96,0,Completed,3.0,No,0
S2180,37,Adult Learner,Hornsby,2024-11-03,T362,0,4.5,Bondi,Math,52.46,SESS269,Math,2025-05-29,2.0,Online,104.89,6,No-show,5.0,Yes,10
S2826,54,Adult Learner,Paddington,2024-01-29,T529,5,4.3,Strathfield,Math,54.6,SESS270,Math,2024-05-24,0.5,In-person,26.9,11,Cancelled,4.0,Yes,0
S1342,58,Adult Learner,Parramatta,2025-06-19,T266,5,4.0,Manly,Physics,64.96,SESS271,Physics,2025-12-09,2.5,In-person,160.98,6,Cancelled,3.0,No,0
S1735,16,High School,Rose Bay,2023-06-09,T392,6,3.9,Ashfield,Math,52.14,SESS272,Math,2023-09-26,1.0,Online,52.12,11,Completed,5.0,No,25
S1768,55,Adult Learner,Campbelltown,2022-09-09,T461,6,4.3,Chatswood,Chemistry,66.09,SESS273,Chemistry,2023-08-10,0.5,In-person,35.34,13,Completed,5.0,Yes,0
S1971,19,University,Bondi Junction,2022-08-20,T356,5,3.6,Kingsford,Math,44.67,SESS274,Math,2023-07-26,2.0,Online,87.98,8,Completed,3.0,No,30
S2047,24,University,Sydney CBD,2023-10-02,T320,4,4.3,Randwick,Chemistry,60.65,SESS275,Chemistry,2024-02-14,2.5,In-person,151.09,13,Completed,4.0,No,0
S2864,50,Adult Learner,Maroubra,2023-05-06,T412,5,3.3,Campbelltown,English,40.3,SESS276,English,2023-07-02,0.5,Online,20.0,13,Completed,3.0,No,0
S2481,22,University,Marrickville,2023-10-30,T303,6,5.0,Bondi Junction,Business,73.09,SESS277,Business,2024-06-24,1.5,In-person,108.46,0,Completed,,Yes,30
S1872,12,Primary,Redfern,2023-06-30,T318,9,4.4,Sydney CBD,Math,56.31,SESS278,Math,2023-12-16,1.0,In-person,54.58,5,Cancelled,4.0,Yes,0
S2669,17,High School,Sydney CBD,2024-03-11,T550,3,4.4,Ashfield,Business,61.8,SESS279,Business,2025-02-28,1.5,Online,92.71,13,Completed,4.0,No,5
S2930,12,Primary,Surry Hills,2025-03-15,T363,8,4.8,Redfern,English,43.58,SESS280,English,2025-06-16,2.5,Online,95.04,9,Completed,5.0,Yes,0
S1989,13,High School,Darlinghurst,2024-09-28,T699,0,4.2,Wollstonecraft,Math,34.15,SESS281,Math,2024-10-05,1.5,Online,46.61,11,Cancelled,5.0,No,0
S2957,39,Adult Learner,Campbelltown,2023-09-20,T546,7,4.0,Mosman,Chemistry,51.04,SESS282,Chemistry,2024-05-24,2.0,Online,99.29,5,Completed,4.0,No,30
S1023,38,Adult Learner,Redfern,2025-04-21,T360,0,4.4,Granville,Business,54.92,SESS283,Business,2025-10-03,0.5,In-person,28.26,3,Completed,4.0,Yes,0
S1825,11,Primary,Manly,2025-01-23,T440,2,4.9,Paddington,English,38.21,SESS284,English,2025-07-04,2.0,Online,76.32,1,No-show,3.0,Yes,0
S2141,6,Primary,Paddington,2023-12-29,T762,3,3.9,Ultimo,Business,60.14,SESS285,Business,2024-09-15,3.0,In-person,195.86,8,Completed,3.0,No,0
S2690,58,Adult Learner,Randwick,2024-09-23,T255,0,5.0,Bondi Junction,English,33.95,SESS286,English,2025-08-26,2.5,In-person,82.04,5,Completed,,No,10
S2699,41,Adult Learner,Campbelltown,2025-07-25,T498,8,4.0,Mosman,Math,65.13,SESS287,Math,2025-10-05,1.0,Online,67.34,13,Completed,4.0,No,20
S1384,60,Adult Learner,Auburn,2024-09-28,T323,11,4.0,Bondi Junction,Coding,85.71,SESS288,Coding,2024-11-23,1.0,Online,86.99,12,Completed,5.0,No,0
S2581,35,Adult Learner,Wollstonecraft,2022-04-12,T661,9,4.3,Castle Hill,Math,54.23,SESS289,Math,2023-01-09,2.0,Online,110.95,11,Completed,3.0,No,0
S2416,17,High School,Granville,2024-02-05,T792,11,4.4,Penrith,Math,60.17,SESS290,Math,2024-10-21,3.0,In-person,182.18,14,Completed,3.0,No,0
S1814,24,University,Newtown,2025-06-14,T551,2,4.9,Penrith,Math,40.72,SESS291,Math,2025-11-15,2.5,Online,96.47,13,Completed,5.0,No,0
S1411,45,Adult Learner,Fairfield,2022-09-30,T414,8,4.7,Double Bay,Physics,70.98,SESS292,Physics,2023-09-29,3.0,Online,204.88,10,No-show,,Yes,0
S2558,41,Adult Learner,Cronulla,2024-05-23,T560,0,5.0,Paddington,Business,53.39,SESS293,Business,2025-05-04,3.0,Online,158.16,11,Cancelled,5.0,No,0
S2070,7,Primary,Auburn,2024-04-08,T309,6,4.5,Chatswood,Chemistry,72.83,SESS294,Chemistry,2024-06-30,1.0,Online,70.49,4,Completed,,Yes,0
S2543,8,Primary,Bankstown,2023-05-08,T754,7,4.3,Wollstonecraft,Math,55.34,SESS295,Math,2024-04-04,3.0,Online,178.71,8,Completed,5.0,No,0
S2897,30,Adult Learner,Surry Hills,2023-04-14,T590,6,4.8,Double Bay,English,45.18,SESS296,English,2023-04-21,2.5,Online,108.21,11,Completed,3.0,No,0
S2866,54,Adult Learner,Dee Why,2023-09-03,T576,0,5.0,Ultimo,English,29.48,SESS297,English,2024-02-01,3.0,Online,87.46,7,Completed,4.0,Yes,20
S1772,33,Adult Learner,Ryde,2024-06-03,T241,5,4.7,Surry Hills,Math,54.3,SESS298,Math,2024-06-06,2.5,Online,131.79,5,Completed,4.0,Yes,0
S2584,37,Adult Learner,Hornsby,2024-01-16,T508,5,4.2,St Leonards,Physics,68.04,SESS299,Physics,2024-10-12,3.0,In-person,209.13,3,No-show,5.0,No,20
S1188,20,University,Darlinghurst,2024-05-04,T557,6,4.9,Rose Bay,Physics,62.91,SESS300,Physics,2024-08-24,1.5,Online,88.25,12,Completed,4.0,Yes,0
S1234,34,Adult Learner,Liverpool,2024-04-23,T554,3,4.0,Maroubra,Chemistry,58.93,SESS301,Chemistry,2024-05-14,2.5,Online,156.45,10,Cancelled,4.0,No,0
S1790,40,Adult Learner,Granville,2025-03-03,T462,5,5.0,Blacktown,Business,66.2,SESS302,Business,2025-11-19,1.5,Online,112.22,7,Completed,5.0,No,0
S2941,16,High School,Double Bay,2023-01-27,T298,0,4.7,Hornsby,English,36.91,SESS303,English,2023-05-15,3.0,Online,117.87,10,Completed,5.0,No,0
S2101,47,Adult Learner,St Leonards,2022-06-27,T645,4,3.7,Burwood,Coding,66.95,SESS304,Coding,2023-02-18,1.0,In-person,64.1,11,Completed,,No,30
S2142,42,Adult Learner,Paddington,2024-08-29,T272,3,4.6,Surry Hills,Physics,64.35,SESS305,Physics,2025-04-08,2.0,Online,131.24,5,Completed,3.0,Yes,0
S2548,8,Primary,Fairfield,2023-03-10,T799,6,4.9,Burwood,English,43.95,SESS306,English,2023-08-06,2.5,In-person,109.14,12,Completed,4.0,Yes,0
S1809,36,Adult Learner,Chatswood,2023-10-07,T231,2,4.6,Auburn,Math,43.4,SESS307,Math,2024-08-27,2.0,In-person,88.62,2,Completed,3.0,No,0
S2960,41,Adult Learner,Ultimo,2024-06-15,T211,3,4.7,Ryde,Math,44.14,SESS308,Math,2025-03-18,0.5,In-person,23.98,8,Cancelled,4.0,No,0
S1433,47,Adult Learner,Redfern,2024-02-22,T622,5,4.8,Ryde,Math,42.91,SESS309,Math,2024-06-01,1.0,In-person,39.13,1,Completed,2.0,No,0
